DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
Asian or Pacific Islander,Miami,2019,0,2032,9204
Other,Miami,2019,0,0,9206
Unknown,Miami,2019,0,0,9208
White,Miami,2020,2,101309,9212
Black,Miami,2020,0,3793,9214
American Indian or Alaskan Native,Miami,2020,0,291,9216
Asian or Pacific Islander,Miami,2020,0,2123,9218
Other,Miami,2020,0,0,9220
Unknown,Miami,2020,0,0,9222
White,Monroe,2010,0,14438,9240
Black,Monroe,2010,0,118,9242
American Indian or Alaskan Native,Monroe,2010,0,22,9244
Asian or Pacific Islander,Monroe,2010,0,31,9246
Other,Monroe,2010,0,0,9248
Unknown,Monroe,2010,0,0,9250
White,Monroe,2011,0,14448,9254
Black,Monroe,2011,0,119,9256
American Indian or Alaskan Native,Monroe,2011,0,23,9258
Asian or Pacific Islander,Monroe,2011,0,28,9260
Other,Monroe,2011,0,0,9262
Unknown,Monroe,2011,0,0,9264
White,Monroe,2012,1,14346,9268
Black,Monroe,2012,0,116,9270
American Indian or Alaskan Native,Monroe,2012,0,23,9272
Asian or Pacific Islander,Monroe,2012,0,24,9274
Other,Monroe,2012,0,0,9276
Unknown,Monroe,2012,0,0,9278
White,Monroe,2013,0,14333,9282
Black,Monroe,2013,0,129,9284
American Indian or Alaskan Native,Monroe,2013,0,26,9286
Asian or Pacific Islander,Monroe,2013,0,26,9288
Other,Monroe,2013,0,0,9290
Unknown,Monroe,2013,0,0,9292
White,Monroe,2014,0,14193,9296
Black,Monroe,2014,0,121,9298
American Indian or Alaskan Native,Monroe,2014,0,26,9300
Asian or Pacific Islander,Monroe,2014,0,28,9302
Other,Monroe,2014,0,0,9304
Unknown,Monroe,2014,0,0,9306
White,Monroe,2015,0,14088,9310
Black,Monroe,2015,0,128,9312
American Indian or Alaskan Native,Monroe,2015,0,26,9314
Asian or Pacific Islander,Monroe,2015,0,25,9316
Other,Monroe,2015,0,0,9318
Unknown,Monroe,2015,0,0,9320
White,Monroe,2016,0,13896,9324
Black,Monroe,2016,0,137,9326
American Indian or Alaskan Native,Monroe,2016,0,34,9328
Asian or Pacific Islander,Monroe,2016,0,28,9330
Other,Monroe,2016,0,0,9332
Unknown,Monroe,2016,0,0,9334
White,Monroe,2017,0,13737,9338
Black,Monroe,2017,0,147,9340
American Indian or Alaskan Native,Monroe,2017,0,27,9342
Asian or Pacific Islander,Monroe,2017,0,35,9344
Other,Monroe,2017,0,0,9346
Unknown,Monroe,2017,0,0,9348
White,Monroe,2018,0,13595,9352
Black,Monroe,2018,0,147,9354
American Indian or Alaskan Native,Monroe,2018,0,28,9356
Asian or Pacific Islander,Monroe,2018,0,28,9358
Other,Monroe,2018,0,0,9360
Unknown,Monroe,2018,0,0,9362
White,Monroe,2019,0,13492,9366
Black,Monroe,2019,0,151,9368
American Indian or Alaskan Native,Monroe,2019,0,31,9370
Asian or Pacific Islander,Monroe,2019,0,34,9372
Other,Monroe,2019,0,0,9374
Unknown,Monroe,2019,0,0,9376
White,Monroe,2020,0,13371,9380
Black,Monroe,2020,0,147,9382
American Indian or Alaskan Native,Monroe,2020,0,31,9384
Asian or Pacific Islander,Monroe,2020,0,37,9386
Other,Monroe,2020,0,0,9388
Unknown,Monroe,2020,0,0,9390
White,Montgomery,2010,3,404829,9408
Black,Montgomery,2010,2,117940,9410
American Indian or Alaskan Native,Montgomery,2010,0,1979,9412
Asian or Pacific Islander,Montgomery,2010,0,10872,9414
Other,Montgomery,2010,0,0,9416
Unknown,Montgomery,2010,0,0,9418
White,Montgomery,2011,18,403555,9422
Black,Montgomery,2011,4,118013,9424
American Indian or Alaskan Native,Montgomery,2011,0,1968,9426
Asian or Pacific Islander,Montgomery,2011,0,11102,9428
Other,Montgomery,2011,0,0,9430
Unknown,Montgomery,2011,0,0,9432
White,Montgomery,2012,10,402635,9436
Black,Montgomery,2012,4,118217,9438
American Indian or Alaskan Native,Montgomery,2012,0,1992,9440
Asian or Pacific Islander,Montgomery,2012,0,11620,9442
Other,Montgomery,2012,0,0,9444
Unknown,Montgomery,2012,0,0,9446
White,Montgomery,2013,12,401670,9450
Black,Montgomery,2013,4,118635,9452
American Indian or Alaskan Native,Montgomery,2013,0,2009,9454
Asian or Pacific Islander,Montgomery,2013,0,12134,9456
Other,Montgomery,2013,0,0,9458
Unknown,Montgomery,2013,0,0,9460
White,Montgomery,2014,23,399509,9464
Black,Montgomery,2014,3,118669,9466
American Indian or Alaskan Native,Montgomery,2014,0,2028,9468
Asian or Pacific Islander,Montgomery,2014,0,12502,9470
Other,Montgomery,2014,0,0,9472
Unknown,Montgomery,2014,0,0,9474
White,Montgomery,2015,47,398086,9478
Black,Montgomery,2015,11,118973,9480
American Indian or Alaskan Native,Montgomery,2015,0,2051,9482
Asian or Pacific Islander,Montgomery,2015,0,12949,9484
Other,Montgomery,2015,0,0,9486
Unknown,Montgomery,2015,1,0,9488
White,Montgomery,2016,76,397229,9492
Black,Montgomery,2016,28,119398,9494
American Indian or Alaskan Native,Montgomery,2016,0,2067,9496
Asian or Pacific Islander,Montgomery,2016,0,13580,9498
Other,Montgomery,2016,0,0,9500
Unknown,Montgomery,2016,1,0,9502
White,Montgomery,2017,136,395986,9506
Black,Montgomery,2017,43,120011,9508
American Indian or Alaskan Native,Montgomery,2017,0,2098,9510
Asian or Pacific Islander,Montgomery,2017,1,13869,9512
Other,Montgomery,2017,0,0,9514
Unknown,Montgomery,2017,0,0,9516
White,Montgomery,2018,46,394953,9520
Black,Montgomery,2018,28,120852,9522
American Indian or Alaskan Native,Montgomery,2018,0,2122,9524
Asian or Pacific Islander,Montgomery,2018,1,14027,9526
Other,Montgomery,2018,0,0,9528
Unknown,Montgomery,2018,2,0,9530
White,Montgomery,2019,47,394117,9534
Black,Montgomery,2019,39,121636,9536
American Indian or Alaskan Native,Montgomery,2019,0,2117,9538
Asian or Pacific Islander,Montgomery,2019,0,14269,9540
Other,Montgomery,2019,0,0,9542
Unknown,Montgomery,2019,0,0,9544
White,Montgomery,2020,48,392622,9548
Black,Montgomery,2020,41,122322,9550
American Indian or Alaskan Native,Montgomery,2020,1,2160,9552
Asian or Pacific Islander,Montgomery,2020,0,14506,9554
Other,Montgomery,2020,0,0,9556
Unknown,Montgomery,2020,2,0,9558
White,Morgan,2010,0,14256,9576
Black,Morgan,2010,0,648,9578
American Indian or Alaskan Native,Morgan,2010,0,89,9580
Asian or Pacific Islander,Morgan,2010,0,40,9582
Other,Morgan,2010,0,0,9584
Unknown,Morgan,2010,0,0,9586
White,Morgan,2011,0,14241,9590
Black,Morgan,2011,0,651,9592
American Indian or Alaskan Native,Morgan,2011,0,103,9594
Asian or Pacific Islander,Morgan,2011,0,41,9596
Other,Morgan,2011,0,0,9598
Unknown,Morgan,2011,0,0,9600
White,Morgan,2012,0,14173,9604
Black,Morgan,2012,0,627,9606
American Indian or Alaskan Native,Morgan,2012,0,90,9608
Asian or Pacific Islander,Morgan,2012,0,39,9610
Other,Morgan,2012,0,0,9612
Unknown,Morgan,2012,0,0,9614
White,Morgan,2013,0,14105,9618
Black,Morgan,2013,0,650,9620
American Indian or Alaskan Native,Morgan,2013,0,99,9622
Asian or Pacific Islander,Morgan,2013,0,39,9624
Other,Morgan,2013,0,0,9626
Unknown,Morgan,2013,0,0,9628
White,Morgan,2014,0,13935,9632
Black,Morgan,2014,0,648,9634
American Indian or Alaskan Native,Morgan,2014,0,110,9636
Asian or Pacific Islander,Morgan,2014,0,38,9638
Other,Morgan,2014,0,0,9640
Unknown,Morgan,2014,0,0,9642
White,Morgan,2015,0,13942,9646
Black,Morgan,2015,0,652,9648
American Indian or Alaskan Native,Morgan,2015,0,100,9650
Asian or Pacific Islander,Morgan,2015,0,42,9652
Other,Morgan,2015,0,0,9654
Unknown,Morgan,2015,0,0,9656
White,Morgan,2016,0,13934,9660
Black,Morgan,2016,0,668,9662
American Indian or Alaskan Native,Morgan,2016,0,104,9664
Asian or Pacific Islander,Morgan,2016,0,40,9666
Other,Morgan,2016,0,0,9668
Unknown,Morgan,2016,0,0,9670
White,Morgan,2017,0,13802,9674
Black,Morgan,2017,0,699,9676
American Indian or Alaskan Native,Morgan,2017,0,97,9678
Asian or Pacific Islander,Morgan,2017,0,47,9680
Other,Morgan,2017,0,0,9682
Unknown,Morgan,2017,0,0,9684
White,Morgan,2018,0,13740,9688
Black,Morgan,2018,0,696,9690
American Indian or Alaskan Native,Morgan,2018,0,104,9692
Asian or Pacific Islander,Morgan,2018,0,45,9694
Other,Morgan,2018,0,0,9696
Unknown,Morgan,2018,0,0,9698
White,Morgan,2019,0,13665,9702
Black,Morgan,2019,0,692,9704
American Indian or Alaskan Native,Morgan,2019,0,101,9706
Asian or Pacific Islander,Morgan,2019,0,47,9708
Other,Morgan,2019,0,0,9710
Unknown,Morgan,2019,0,0,9712
White,Morgan,2020,0,13481,9716
Black,Morgan,2020,0,678,9718
American Indian or Alaskan Native,Morgan,2020,0,98,9720
Asian or Pacific Islander,Morgan,2020,0,48,9722
Other,Morgan,2020,0,0,9724
Unknown,Morgan,2020,0,0,9726
White,Morrow,2010,1,34354,9744
Black,Morrow,2010,0,253,9746
American Indian or Alaskan Native,Morrow,2010,0,69,9748
Asian or Pacific Islander,Morrow,2010,0,114,9750
Other,Morrow,2010,0,0,9752
Unknown,Morrow,2010,0,0,9754
White,Morrow,2011,1,34327,9758
Black,Morrow,2011,0,296,9760
American Indian or Alaskan Native,Morrow,2011,0,74,9762
Asian or Pacific Islander,Morrow,2011,0,116,9764
Other,Morrow,2011,0,0,9766
Unknown,Morrow,2011,0,0,9768
White,Morrow,2012,0,34309,9772
Black,Morrow,2012,0,321,9774
American Indian or Alaskan Native,Morrow,2012,0,77,9776
Asian or Pacific Islander,Morrow,2012,0,132,9778
Other,Morrow,2012,0,0,9780
Unknown,Morrow,2012,0,0,9782
White,Morrow,2013,0,34279,9786
Black,Morrow,2013,0,345,9788
American Indian or Alaskan Native,Morrow,2013,0,75,9790
Asian or Pacific Islander,Morrow,2013,0,152,9792
Other,Morrow,2013,0,0,9794
Unknown,Morrow,2013,0,0,9796
White,Morrow,2014,0,34366,9800
Black,Morrow,2014,0,336,9802
American Indian or Alaskan Native,Morrow,2014,0,78,9804
Asian or Pacific Islander,Morrow,2014,0,161,9806
Other,Morrow,2014,0,0,9808
Unknown,Morrow,2014,0,0,9810
White,Morrow,2015,0,34336,9814
Black,Morrow,2015,0,378,9816
American Indian or Alaskan Native,Morrow,2015,0,87,9818
Asian or Pacific Islander,Morrow,2015,0,153,9820
Other,Morrow,2015,0,0,9822
Unknown,Morrow,2015,0,0,9824
White,Morrow,2016,2,34321,9828
Black,Morrow,2016,0,369,9830
American Indian or Alaskan Native,Morrow,2016,0,95,9832
Asian or Pacific Islander,Morrow,2016,0,143,9834
Other,Morrow,2016,0,0,9836
Unknown,Morrow,2016,0,0,9838
White,Morrow,2017,5,34274,9842
Black,Morrow,2017,0,403,9844
American Indian or Alaskan Native,Morrow,2017,0,96,9846
Asian or Pacific Islander,Morrow,2017,0,155,9848
Other,Morrow,2017,0,0,9850
Unknown,Morrow,2017,0,0,9852
White,Morrow,2018,1,34451,9856
Black,Morrow,2018,0,421,9858
American Indian or Alaskan Native,Morrow,2018,0,109,9860
Asian or Pacific Islander,Morrow,2018,0,152,9862
Other,Morrow,2018,0,0,9864
Unknown,Morrow,2018,0,0,9866
White,Morrow,2019,0,34619,9870
Black,Morrow,2019,0,440,9872
American Indian or Alaskan Native,Morrow,2019,0,115,9874
Asian or Pacific Islander,Morrow,2019,0,168,9876
Other,Morrow,2019,0,0,9878
Unknown,Morrow,2019,0,0,9880
White,Morrow,2020,5,34662,9884
Black,Morrow,2020,0,445,9886
American Indian or Alaskan Native,Morrow,2020,0,110,9888
Asian or Pacific Islander,Morrow,2020,0,194,9890
Other,Morrow,2020,0,0,9892
Unknown,Morrow,2020,0,0,9894
White,Muskingum,2010,1,81193,9912
Black,Muskingum,2010,0,4322,9914
American Indian or Alaskan Native,Muskingum,2010,0,322,9916
Asian or Pacific Islander,Muskingum,2010,0,376,9918
Other,Muskingum,2010,0,0,9920
Unknown,Muskingum,2010,0,0,9922
White,Muskingum,2011,0,81138,9926
Black,Muskingum,2011,0,4376,9928
American Indian or Alaskan Native,Muskingum,2011,0,336,9930
Asian or Pacific Islander,Muskingum,2011,0,402,9932
Other,Muskingum,2011,0,0,9934
Unknown,Muskingum,2011,0,0,9936
White,Muskingum,2012,0,80704,9940
Black,Muskingum,2012,0,4323,9942
American Indian or Alaskan Native,Muskingum,2012,0,340,9944
Asian or Pacific Islander,Muskingum,2012,0,436,9946
Other,Muskingum,2012,0,0,9948
Unknown,Muskingum,2012,0,0,9950
White,Muskingum,2013,1,80461,9954
Black,Muskingum,2013,0,4391,9956
American Indian or Alaskan Native,Muskingum,2013,0,347,9958
Asian or Pacific Islander,Muskingum,2013,0,461,9960
Other,Muskingum,2013,0,0,9962
Unknown,Muskingum,2013,0,0,9964
White,Muskingum,2014,0,80574,9968
Black,Muskingum,2014,0,4463,9970
American Indian or Alaskan Native,Muskingum,2014,0,374,9972
Asian or Pacific Islander,Muskingum,2014,0,507,9974
Other,Muskingum,2014,0,0,9976
Unknown,Muskingum,2014,0,0,9978
White,Muskingum,2015,0,80774,9982
Black,Muskingum,2015,0,4508,9984
American Indian or Alaskan Native,Muskingum,2015,0,404,9986
Asian or Pacific Islander,Muskingum,2015,0,527,9988
Other,Muskingum,2015,0,0,9990
Unknown,Muskingum,2015,0,0,9992
White,Muskingum,2016,1,80524,9996
Black,Muskingum,2016,0,4479,9998
American Indian or Alaskan Native,Muskingum,2016,0,411,10000
Asian or Pacific Islander,Muskingum,2016,0,544,10002
Other,Muskingum,2016,0,0,10004
Unknown,Muskingum,2016,0,0,10006
White,Muskingum,2017,2,80605,10010
Black,Muskingum,2017,0,4519,10012
American Indian or Alaskan Native,Muskingum,2017,0,412,10014
Asian or Pacific Islander,Muskingum,2017,0,563,10016
Other,Muskingum,2017,0,0,10018
Unknown,Muskingum,2017,0,0,10020
White,Muskingum,2018,9,80507,10024
Black,Muskingum,2018,1,4557,10026
American Indian or Alaskan Native,Muskingum,2018,0,419,10028
Asian or Pacific Islander,Muskingum,2018,0,565,10030
Other,Muskingum,2018,0,0,10032
Unknown,Muskingum,2018,0,0,10034
White,Muskingum,2019,8,80429,10038
Black,Muskingum,2019,1,4620,10040
American Indian or Alaskan Native,Muskingum,2019,0,431,10042
Asian or Pacific Islander,Muskingum,2019,0,562,10044
Other,Muskingum,2019,0,0,10046
Unknown,Muskingum,2019,0,0,10048
White,Muskingum,2020,7,80303,10052
Black,Muskingum,2020,1,4692,10054
American Indian or Alaskan Native,Muskingum,2020,0,424,10056
Asian or Pacific Islander,Muskingum,2020,0,601,10058
Other,Muskingum,2020,0,0,10060
Unknown,Muskingum,2020,0,0,10062
White,Noble,2010,0,14181,10080
Black,Noble,2010,0,403,10082
American Indian or Alaskan Native,Noble,2010,0,47,10084
Asian or Pacific Islander,Noble,2010,0,29,10086
Other,Noble,2010,0,0,10088
Unknown,Noble,2010,0,0,10090
White,Noble,2011,0,14260,10094
Black,Noble,2011,0,412,10096
American Indian or Alaskan Native,Noble,2011,0,50,10098
Asian or Pacific Islander,Noble,2011,0,32,10100
Other,Noble,2011,0,0,10102
Unknown,Noble,2011,0,0,10104
White,Noble,2012,0,14177,10108
Black,Noble,2012,0,410,10110
American Indian or Alaskan Native,Noble,2012,0,51,10112
Asian or Pacific Islander,Noble,2012,0,38,10114
Other,Noble,2012,0,0,10116
Unknown,Noble,2012,0,0,10118
White,Noble,2013,0,14147,10122
Black,Noble,2013,0,437,10124
American Indian or Alaskan Native,Noble,2013,0,55,10126
Asian or Pacific Islander,Noble,2013,0,39,10128
Other,Noble,2013,0,0,10130
Unknown,Noble,2013,0,0,10132
White,Noble,2014,0,13998,10136
Black,Noble,2014,0,424,10138
American Indian or Alaskan Native,Noble,2014,0,65,10140
Asian or Pacific Islander,Noble,2014,0,45,10142
Other,Noble,2014,0,0,10144
Unknown,Noble,2014,0,0,10146
White,Noble,2015,0,13942,10150
Black,Noble,2015,0,428,10152
American Indian or Alaskan Native,Noble,2015,0,55,10154
Asian or Pacific Islander,Noble,2015,0,43,10156
Other,Noble,2015,0,0,10158
Unknown,Noble,2015,0,0,10160
White,Noble,2016,0,13934,10164
Black,Noble,2016,0,421,10166
American Indian or Alaskan Native,Noble,2016,0,58,10168
Asian or Pacific Islander,Noble,2016,0,46,10170
Other,Noble,2016,0,0,10172
Unknown,Noble,2016,0,0,10174
White,Noble,2017,1,13871,10178
Black,Noble,2017,0,427,10180
American Indian or Alaskan Native,Noble,2017,0,59,10182
Asian or Pacific Islander,Noble,2017,0,49,10184
Other,Noble,2017,0,0,10186
Unknown,Noble,2017,0,0,10188
White,Noble,2018,1,13818,10192
Black,Noble,2018,0,441,10194
American Indian or Alaskan Native,Noble,2018,0,63,10196
Asian or Pacific Islander,Noble,2018,0,46,10198
Other,Noble,2018,0,0,10200
Unknown,Noble,2018,0,0,10202
White,Noble,2019,0,13898,10206
Black,Noble,2019,0,450,10208
American Indian or Alaskan Native,Noble,2019,0,59,10210
Asian or Pacific Islander,Noble,2019,0,44,10212
Other,Noble,2019,0,0,10214
Unknown,Noble,2019,0,0,10216
White,Noble,2020,0,13805,10220
Black,Noble,2020,0,449,10222
American Indian or Alaskan Native,Noble,2020,0,62,10224
Asian or Pacific Islander,Noble,2020,0,48,10226
Other,Noble,2020,0,0,10228
Unknown,Noble,2020,0,0,10230
White,NonOH,2010,0,0,10248
Black,NonOH,2010,0,0,10250
American Indian or Alaskan Native,NonOH,2010,0,0,10252
Asian or Pacific Islander,NonOH,2010,0,0,10254
Other,NonOH,2010,0,0,10256
Unknown,NonOH,2010,0,0,10258
White,NonOH,2011,0,0,10262
Black,NonOH,2011,0,0,10264
American Indian or Alaskan Native,NonOH,2011,0,0,10266
Asian or Pacific Islander,NonOH,2011,0,0,10268
Other,NonOH,2011,0,0,10270
Unknown,NonOH,2011,0,0,10272
White,NonOH,2012,0,0,10276
Black,NonOH,2012,0,0,10278
American Indian or Alaskan Native,NonOH,2012,0,0,10280
Asian or Pacific Islander,NonOH,2012,0,0,10282
Other,NonOH,2012,0,0,10284
Unknown,NonOH,2012,0,0,10286
White,NonOH,2013,0,0,10290
Black,NonOH,2013,0,0,10292
American Indian or Alaskan Native,NonOH,2013,0,0,10294
Asian or Pacific Islander,NonOH,2013,0,0,10296
Other,NonOH,2013,0,0,10298
Unknown,NonOH,2013,0,0,10300
White,NonOH,2014,0,0,10304
Black,NonOH,2014,0,0,10306
American Indian or Alaskan Native,NonOH,2014,0,0,10308
Asian or Pacific Islander,NonOH,2014,0,0,10310
Other,NonOH,2014,0,0,10312
Unknown,NonOH,2014,0,0,10314
White,NonOH,2015,0,0,10318
Black,NonOH,2015,0,0,10320
American Indian or Alaskan Native,NonOH,2015,0,0,10322
Asian or Pacific Islander,NonOH,2015,0,0,10324
Other,NonOH,2015,0,0,10326
Unknown,NonOH,2015,0,0,10328
White,NonOH,2016,0,0,10332
Black,NonOH,2016,0,0,10334
American Indian or Alaskan Native,NonOH,2016,0,0,10336
Asian or Pacific Islander,NonOH,2016,0,0,10338
Other,NonOH,2016,0,0,10340
Unknown,NonOH,2016,0,0,10342
White,NonOH,2017,0,0,10346
Black,NonOH,2017,0,0,10348
American Indian or Alaskan Native,NonOH,2017,0,0,10350
Asian or Pacific Islander,NonOH,2017,0,0,10352
Other,NonOH,2017,0,0,10354
Unknown,NonOH,2017,0,0,10356
White,NonOH,2018,0,0,10360
Black,NonOH,2018,0,0,10362
American Indian or Alaskan Native,NonOH,2018,0,0,10364
Asian or Pacific Islander,NonOH,2018,0,0,10366
Other,NonOH,2018,0,0,10368
Unknown,NonOH,2018,0,0,10370
White,NonOH,2019,0,0,10374
Black,NonOH,2019,0,0,10376
American Indian or Alaskan Native,NonOH,2019,0,0,10378
Asian or Pacific Islander,NonOH,2019,0,0,10380
Other,NonOH,2019,0,0,10382
Unknown,NonOH,2019,0,0,10384
White,NonOH,2020,0,0,10388
Black,NonOH,2020,0,0,10390
American Indian or Alaskan Native,NonOH,2020,0,0,10392
Asian or Pacific Islander,NonOH,2020,0,0,10394
Other,NonOH,2020,0,0,10396
Unknown,NonOH,2020,0,0,10398
White,Ottawa,2010,0,40621,10416
Black,Ottawa,2010,0,523,10418
American Indian or Alaskan Native,Ottawa,2010,0,85,10420
Asian or Pacific Islander,Ottawa,2010,0,130,10422
Other,Ottawa,2010,0,0,10424
Unknown,Ottawa,2010,0,0,10426
White,Ottawa,2011,0,40543,10430
Black,Ottawa,2011,0,534,10432
American Indian or Alaskan Native,Ottawa,2011,0,94,10434
Asian or Pacific Islander,Ottawa,2011,0,152,10436
Other,Ottawa,2011,0,0,10438
Unknown,Ottawa,2011,0,0,10440
White,Ottawa,2012,0,40414,10444
Black,Ottawa,2012,0,568,10446
American Indian or Alaskan Native,Ottawa,2012,0,94,10448
Asian or Pacific Islander,Ottawa,2012,0,170,10450
Other,Ottawa,2012,0,0,10452
Unknown,Ottawa,2012,0,0,10454
White,Ottawa,2013,0,40163,10458
Black,Ottawa,2013,0,593,10460
American Indian or Alaskan Native,Ottawa,2013,0,112,10462
Asian or Pacific Islander,Ottawa,2013,0,173,10464
Other,Ottawa,2013,0,0,10466
Unknown,Ottawa,2013,0,0,10468
White,Ottawa,2014,1,40022,10472
Black,Ottawa,2014,0,591,10474
American Indian or Alaskan Native,Ottawa,2014,0,112,10476
Asian or Pacific Islander,Ottawa,2014,0,181,10478
Other,Ottawa,2014,0,0,10480
Unknown,Ottawa,2014,0,0,10482
White,Ottawa,2015,3,39871,10486
Black,Ottawa,2015,0,603,10488
American Indian or Alaskan Native,Ottawa,2015,0,107,10490
Asian or Pacific Islander,Ottawa,2015,0,180,10492
Other,Ottawa,2015,0,0,10494
Unknown,Ottawa,2015,0,0,10496
White,Ottawa,2016,3,39631,10500
Black,Ottawa,2016,0,608,10502
American Indian or Alaskan Native,Ottawa,2016,0,114,10504
Asian or Pacific Islander,Ottawa,2016,0,178,10506
Other,Ottawa,2016,0,0,10508
Unknown,Ottawa,2016,0,0,10510
White,Ottawa,2017,0,39727,10514
Black,Ottawa,2017,0,621,10516
