"","year","year_int","county","race","O_c","O_fc","O_s","O_fs","E_c","E_fc","E_s","E_fs"
"1554",2017,7,"Morgan","White",0,0,0,0,0.231307398094606,0.231307398094606,0.0113416100060186,0.0113416100060186
"1555",2017,7,"Morrow","White",1,5,1,1,0.598399035465431,0.598399035465431,0.0289549761313658,0.0289549761313658
"1556",2017,7,"Muskingum","White",1,2,0,2,1.36904439093146,1.36904439093146,0.0681798441733633,0.0681798441733633
"1557",2017,7,"Noble","White",0,1,0,0,0.214882444021547,0.214882444021547,0.0109316660557298,0.0109316660557298
"1558",2017,7,"Ottawa","White",0,0,0,0,0.651144460380768,0.651144460380768,0.0319200614423852,0.0319200614423852
"1559",2017,7,"Paulding","White",0,0,0,1,0.306528101591687,0.306528101591687,0.0150047176673519,0.0150047176673519
"1560",2017,7,"Perry","White",0,0,0,0,0.616349321982907,0.616349321982907,0.0304956941460065,0.0304956941460065
"1561",2017,7,"Pickaway","White",2,4,1,2,0.979993485213222,0.979993485213222,0.0480949321781332,0.0480949321781332
"1562",2017,7,"Pike","White",0,2,1,5,0.46335193396713,0.46335193396713,0.022705316589345,0.022705316589345
"1563",2017,7,"Portage","White",1,6,4,12,2.51083297832427,2.51083297832427,0.121872543127785,0.121872543127785
"1564",2017,7,"Preble","White",0,3,2,6,0.683772183278077,0.683772183278077,0.03342361428802,0.03342361428802
